transaction_id,date,amount,currency,transaction_type,description
70466348,2022-12-12,100.0,USD,transfer,Transfer to friend's account for loan repayment.
32708618,2023-02-08,50.0,CAD,credit,Deposit from online sales.
70411825,2022-08-25,150.0,USD,credit,Refund from canceled flight booking.
25559454,2023-04-10,100.0,USD,debit,Groceries at local supermarket.
41233941,2022-06-15,75.0,USD,transfer,Transfer to mother's account for birthday gift.
43626685,2023-08-20,125.0,USD,credit,Deposit from freelance project payment.
61392362,2022-07-01,50.75,EUR,debit,Groceries at local market.
55821423,2021-12-18,100.0,USD,transfer,Transfer to father's account for holiday gift.
31623113,2022-11-22,75.0,USD,credit,Refund from returned item purchase.
39693491,2022-05-15,125.98,USD,debit,Purchase of books from Amazon.
60365282,2023-02-28,500.0,EUR,transfer,Transfer to a friend in Germany.
46909697,2021-10-03,200.0,USD,debit,Withdrawal at an ATM.
61352008,2022-07-12,1000.0,GBP,debit,Payment for online course.
74134750,2023-01-17,75.0,USD,debit,Gas station fill-up.
97883152,2022-09-05,250.0,USD,transfer,Transfer to a sibling's account.
33833831,2023-06-01,300.0,USD,debit,Payment for a new laptop.
50260781,2021-08-20,100.0,USD,debit,Payment for monthly gym membership.
47712596,2022-11-14,400.0,USD,debit,Payment for rent.
97293925,2023-03-25,200.0,USD,transfer,Transfer to a charity organization.
18986506,2023-04-07,120.0,USD,debit,Purchase of groceries.
85563201,2022-07-02,350.0,USD,debit,Payment for a vacation package.
21979473,2021-09-15,150.0,USD,transfer,Transfer to a family member in Mexico.
65838867,2023-01-01,200.0,USD,debit,Payment for a phone bill.
63388686,2022-02-12,450.0,USD,debit,Payment for a car repair.
59051900,2021-11-28,250.0,USD,transfer,Transfer to a friend in India.
77729099,2023-06-10,100.0,USD,debit,Payment for a movie ticket.
60337251,2022-04-05,300.0,USD,debit,Payment for a wedding gift.
24901400,2021-07-22,175.0,USD,transfer,Transfer to a business partner in Canada.
14081234,2023-02-24,225.0,USD,debit,Payment for a furniture purchase.
50034959,2022-10-09,180.0,USD,debit,Payment for a gym membership.
99730060,2023-05-12,250.0,USD,debit,Payment for a new laptop.
31991505,2022-08-25,100.0,USD,transfer,Transfer to a friend in Brazil.
13356471,2021-12-17,300.0,USD,debit,Payment for a holiday trip.
43039975,2023-01-03,400.0,USD,debit,Payment for a home renovation.
99750560,2022-06-11,150.0,USD,transfer,Transfer to a charity organization in Australia.
24295776,2021-09-27,220.0,USD,debit,Payment for a dental appointment.
11910643,2023-04-20,350.0,USD,debit,Payment for a wedding dress.
60606136,2022-06-15,123.45,USD,debit,Payment for online course subscription.
96966968,2023-01-01,567.89,EUR,debit,Groceries purchased at local store.
15339219,2021-12-31,98.76,USD,transfer,Transfer to savings account.
90925516,2022-03-12,345.67,USD,debit,Paypal payment for clothing purchase.
55746911,2023-04-01,250.12,GBP,debit,Cash withdrawal for travel expenses.
97751097,2022-09-01,789.01,JPY,transfer,Transfer to Japanese investment account.
73038102,2022-07-27,456.78,CAD,debit,Gasoline purchase at local station.
38640542,2021-11-11,678.9,USD,transfer,Transfer to retirement account.
12449505,2022-01-01,100.5,USD,debit,Gym membership fee.
63284710,2023-08-15,200.0,USD,transfer,Transfer to checking account.
30390165,2023-06-01,300.0,USD,debit,Payment for car insurance.
72412547,2021-07-04,150.0,USD,transfer,Transfer to savings account.
90081116,2022-02-14,400.0,USD,credit,Tax refund from government.
80129375,2023-09-15,600.0,USD,debit,Payment for rent.
91476078,2022-06-01,250.0,USD,transfer,Transfer to investment account.
54983166,2023-10-01,750.0,USD,credit,Salary payment from employer.
98443969,2022-03-15,350.0,USD,debit,Payment for mobile phone bill.
47383864,2023-11-01,800.0,USD,transfer,Transfer to checking account.
79581380,2022-08-01,500.0,USD,credit,Bonus payment from employer.
24623681,2023-04-15,400.0,USD,debit,Payment for medical insurance.
45136749,2022-11-01,600.0,USD,transfer,Transfer to savings account.
89566310,2023-07-15,900.0,USD,debit,Payment for mortgage.
25465990,2022-05-01,200.0,USD,debit,Payment for gym membership.
35454094,2023-12-01,700.0,USD,transfer,Transfer to investment account.
89028547,2022-09-01,850.0,USD,credit,Salary payment from employer.
56096866,2023-02-15,250.0,USD,debit,Payment for car insurance.
46795706,2021-06-15,54.32,USD,debit,Purchased groceries at local market.
49915744,2022-12-28,156.78,EUR,transfer,Transferred funds to family member in Germany.
63018502,2023-01-03,200.0,USD,credit,Received salary payment.
20630666,2021-04-12,120.5,CAD,debit,Bought electronics from local retailer.
48598346,2023-05-17,65.43,GBP,transfer,Transferred funds to UK-based friend.
92906660,2022-02-25,78.9,USD,credit,Received tax refund.
54554651,2022-03-05,125.67,USD,credit,Deposit from part-time job.
74069360,2023-01-12,100.5,EUR,debit,Groceries purchase at local market.
53770330,2021-11-27,250.0,USD,transfer,Transfer to friend's account for rent payment.
45193152,2022-07-09,500.0,GBP,credit,Salary deposit from full-time job.
41951885,2023-06-14,300.0,CAD,debit,Withdrawal for travel expenses.
97617925,2022-02-20,150.0,USD,transfer,Transfer to mother's account for birthday gift.
54218748,2022-03-15,125.67,USD,credit,Direct deposit from employer.
68495346,2023-02-28,100.0,EUR,transfer,Transfer to sister's account in Spain.
55153920,2021-10-12,50.0,GBP,debit,Paid for a bus ticket.
59638879,2022-01-01,200.0,USD,credit,Bonus payment from work.
49403392,2022-07-10,350.0,JPY,transfer,Transfer to friend's account in Japan.
98987182,2023-06-15,150.0,USD,credit,Refund from online purchase.
38964245,2022-04-05,250.0,CAD,debit,Groceries purchase.
82902702,2021-11-20,100.0,USD,transfer,Transfer to parents' account.
66148379,2023-08-08,400.0,USD,credit,Tax refund.
93827295,2022-09-15,200.0,USD,debit,Payment for gym membership.
90969485,2023-01-03,500.0,USD,credit,Inheritance from grandparent.
11017876,2022-02-20,150.0,USD,transfer,Transfer to friend's account.
12467121,2021-07-05,200.0,USD,debit,Payment for rent.
76862844,2022-12-10,300.0,USD,credit,Bonus payment from work.
63911439,2023-04-25,450.0,USD,credit,Refund from insurance company.
84078390,2022-06-01,100.0,USD,transfer,Transfer to sister's account.
15335224,2021-09-15,150.0,USD,debit,Payment for car maintenance.
76804140,2023-02-20,250.0,USD,debit,Payment for online course.
86646761,2022-08-05,300.0,USD,transfer,Transfer to friend's account.
86834209,2021-12-30,400.0,USD,debit,Payment for holiday trip.
78141606,2023-07-10,500.0,USD,credit,Salary payment from employer.
18513696,2022-11-15,200.0,USD,transfer,Transfer to mother's account.
41470071,2021-05-01,100.0,USD,debit,Payment for phone bill.
57032150,2022-01-10,250.0,USD,transfer,Transfer to friend's account.
81658777,2021-08-25,150.0,USD,debit,Payment for groceries.
69776718,2023-05-01,400.0,USD,debit,Payment for car purchase.
84560666,2022-06-20,200.0,USD,transfer,Transfer to sister's account.
30684635,2021-10-15,300.0,USD,debit,Payment for rent.
21256566,2021-07-15,250.34,USD,debit,Purchase of electronics from Amazon US
27592639,2022-09-27,15000.0,INR,transfer,Transfer of funds from personal to business account in India
14312268,2023-11-12,320.0,EUR,debit,"Withdrawal of cash from ATM in Berlin, Germany"
33644323,2022-02-08,1000.0,USD,credit,"Deposit of salary into checking account in New York, USA"
27439722,2021-03-29,450.0,GBP,debit,"Payment for groceries at Tesco in London, UK"
19553117,2023-01-05,650.0,CAD,transfer,"Transfer of funds from personal to joint account in Toronto, Canada"
15244747,2021-12-18,800.0,USD,debit,"Purchase of airline tickets for family vacation in Florida, USA"
47538595,2022-10-03,500.0,JPY,debit,"Withdrawal of yen for shopping in Tokyo, Japan"
53660517,2023-06-22,1200.0,USD,transfer,"Transfer of funds from checking to savings account in New York, USA"
68036263,2022-08-15,200.0,USD,debit,"Withdrawal of cash from ATM in San Francisco, USA"
74793904,2021-11-07,700.0,USD,debit,"Purchase of furniture from IKEA in Los Angeles, USA"
50910644,2023-04-20,1500.0,USD,transfer,"Transfer of funds from business to personal account in New York, USA"
20670787,2022-06-01,900.0,USD,debit,"Payment for rent in Chicago, USA"
29109351,2021-09-14,100.0,USD,credit,"Deposit of birthday gift from parents in New York, USA"
92310271,2023-07-10,220.0,USD,debit,"Withdrawal of cash for dinner with friends in Miami, USA"
74664766,2022-11-26,1100.0,USD,transfer,"Transfer of funds from checking to savings account in New York, USA"
52678831,2021-02-25,500.0,USD,debit,"Purchase of gym membership in Boston, USA"
87954538,2023-02-12,1800.0,USD,transfer,"Transfer of funds from business to personal account in New York, USA"
71636558,2022-10-28,600.0,USD,debit,"Payment for utility bills in Seattle, USA"
59731835,2021-05-13,300.0,USD,credit,"Deposit of tax refund in Los Angeles, USA"
11077901,2023-03-03,700.0,USD,transfer,"Transfer of funds from checking to savings account in New York, USA"
12101334,2022-07-23,1200.0,USD,debit,"Withdrawal of cash for vacation in Hawaii, USA"
99287377,2021-12-09,1000.0,USD,debit,"Purchase of holiday gifts in New York, USA"
31605740,2023-01-20,800.0,USD,transfer,"Transfer of funds from business to personal account in New York, USA"
27824250,2022-04-01,400.0,USD,debit,"Payment for car insurance in Denver, USA"
35765981,2021-08-15,1500.0,USD,credit,"Deposit of bonus from work in San Francisco, USA"
22837528,2023-06-02,900.0,USD,transfer,"Transfer of funds from checking to savings account in New York, USA"
89466099,2022-11-17,350.0,USD,debit,"Withdrawal of cash for groceries in Atlanta, USA"
51029419,2021-03-28,1000.0,USD,credit,"Deposit of salary into checking account in New York, USA"
68801631,2023-08-01,1200.0,USD,transfer,"Transfer of funds from savings to checking account in New York, USA"
35315356,2022-09-12,700.0,USD,debit,"Withdrawal of cash for home repairs in Miami, USA"
23076550,2021-11-19,1100.0,USD,credit,"Deposit of inheritance in Chicago, USA"
18517112,2023-02-24,500.0,USD,transfer,"Transfer of funds from checking to savings account in New York, USA"
19339843,2021-06-15,150.23,USD,debit,Purchased groceries at Whole Foods.
50050174,2022-11-20,2000.0,EUR,transfer,Transferred funds to a family member in Germany.
41761367,2023-02-01,125.99,GBP,debit,Withdrew cash from an ATM in London.
41455040,2021-08-03,500.0,USD,credit,Deposited paycheck from work.
69295105,2022-10-12,75.36,USD,debit,Bought coffee and a snack.
40270319,2023-04-17,1000.0,JPY,transfer,Transferred money to a friend in Japan.
99575425,2021-02-25,150.0,USD,debit,Paid for a doctor's appointment.
48099358,2022-09-08,225.5,USD,credit,Bought new shoes online.
73781525,2023-06-20,300.0,USD,transfer,Transferred funds to a friend's account.
65536414,2021-11-14,450.0,USD,debit,Paid rent for the month.
14766968,2022-07-09,55.0,USD,credit,Received a refund from a store.
99626053,2023-03-25,800.0,USD,transfer,Transferred money to a relative in the US.
55238273,2021-04-10,100.0,USD,debit,Bought a book at a local bookstore.
41897443,2022-12-20,1500.0,USD,credit,Deposited a tax refund check.
44208394,2023-07-05,125.0,USD,transfer,Transferred money to a friend's account.
88976218,2021-06-28,60.0,USD,credit,Received a rebate from a credit card company.
53330560,2022-02-15,200.0,USD,debit,Bought a new laptop.
81148966,2023-01-03,75.0,USD,transfer,Transferred money to a sibling's account.
66229444,2021-09-01,100.0,USD,credit,Received a birthday gift from a friend.
91690418,2022-08-10,50.0,USD,debit,Bought a movie ticket.
36028983,2023-09-15,1200.0,USD,transfer,Transferred money to a cousin in the US.
14749763,2022-10-18,150.0,USD,credit,Bought a new dress at a local boutique.
83905381,2022-04-15,150.5,USD,credit,Deposit of monthly salary from employer.
96987054,2023-01-02,2000.0,EUR,transfer,Transfer of funds to sister's account in France.
20938303,2021-08-08,100.25,USD,debit,Withdrawal of cash for grocery shopping.
83658740,2022-12-10,500.0,USD,credit,Deposit of holiday bonus from work.
53211489,2023-06-22,300.0,GBP,transfer,Transfer of funds to friend's account in UK.
57379407,2021-02-25,75.0,USD,debit,Withdrawal of cash for movie tickets.
92253030,2022-09-17,250.0,USD,credit,Deposit of rent payment from tenant.
37791985,2023-03-03,400.0,CAD,transfer,Transfer of funds to friend's account in Canada.
98079549,2021-11-12,120.0,USD,debit,Withdrawal of cash for gas.
36098657,2023-08-05,150.0,USD,credit,Deposit of payroll direct deposit.
39211601,2022-10-10,200.0,USD,debit,Withdrawal of cash for lunch.
87304340,2023-05-15,350.0,USD,credit,Deposit of freelance income.
63623446,2022-02-22,400.0,USD,transfer,Transfer of funds to brother's account in USA.
94044969,2021-06-08,50.0,USD,debit,Withdrawal of cash for parking.
33335760,2023-07-01,1000.0,USD,credit,Deposit of inheritance check.
83714572,2022-11-15,75.0,USD,debit,Withdrawal of cash for groceries.
81339269,2021-07-27,250.0,USD,credit,Deposit of rental security deposit.
15419298,2022-12-20,800.0,USD,transfer,Transfer of funds to charity.
60293668,2022-09-01,650.0,USD,credit,Deposit of stock dividends.
93811183,2021-09-18,100.0,USD,debit,Withdrawal of cash for public transportation.
62273682,2023-02-22,300.0,USD,credit,Deposit of bonus from work.
76564200,2022-08-05,225.0,USD,transfer,Transfer of funds to friend's account in USA.
89758543,2021-03-04,80.0,USD,debit,Withdrawal of cash for coffee.
80729677,2023-06-25,900.0,USD,credit,Deposit of tax refund.
65508402,2022-12-25,150.0,USD,debit,Withdrawal of cash for holiday shopping.
74159606,2021-05-10,180.0,USD,credit,Deposit of freelance income.
86361284,2021-04-15,125.43,USD,credit,Deposit from freelance project.
67430780,2022-11-28,500.0,EUR,transfer,Transfer to family in Spain.
34393989,2023-02-10,30.75,GBP,debit,Groceries purchase at local store.
52343131,2021-08-17,250.0,USD,credit,Bonus from work.
58027434,2022-12-22,100.5,JPY,transfer,Transfer to friend in Japan.
39279414,2023-06-05,150.0,USD,credit,Refund from online purchase.
40598144,2021-09-28,75.0,CAD,debit,Gas station fill-up.
64232731,2022-03-12,200.0,USD,credit,Tax refund.
27666474,2023-01-15,120.0,GBP,debit,Online course payment.
68740266,2021-12-06,100.0,USD,transfer,Transfer to sibling in US.
80934801,2022-07-23,350.0,USD,credit,Bonus from work.
47118299,2023-07-10,200.0,USD,debit,Rent payment.
19211346,2021-08-17,250.0,USD,credit,Bonus from work.
18003728,2022-12-22,100.5,JPY,transfer,Transfer to friend in Japan.
61261678,2023-06-05,150.0,USD,credit,Refund from online purchase.
18750139,2021-09-28,75.0,CAD,debit,Gas station fill-up.
69071121,2022-03-12,200.0,USD,credit,Tax refund.
26903717,2023-01-15,120.0,GBP,debit,Online course payment.
97058900,2021-12-06,100.0,USD,transfer,Transfer to sibling in US.
97291264,2022-07-23,350.0,USD,credit,Bonus from work.
85301405,2023-07-10,200.0,USD,debit,Rent payment.
69989438,2021-08-17,250.0,USD,credit,Bonus from work.
67908503,2022-12-22,100.5,JPY,transfer,Transfer to friend in Japan.
46050238,2023-06-05,150.0,USD,credit,Refund from online purchase.
61750996,2021-09-28,75.0,CAD,debit,Gas station fill-up.
72115954,2022-03-12,200.0,USD,credit,Tax refund.
27135778,2023-01-15,120.0,GBP,debit,Online course payment.
12055741,2021-12-06,100.0,USD,transfer,Transfer to sibling in US.
72619527,2022-07-23,350.0,USD,credit,Bonus from work.
17945171,2022-05-12,123.45,USD,debit,Purchase of groceries from local supermarket.
24640933,2023-02-28,500.0,EUR,credit,Deposit of salary payment from multinational corporation.
92055497,2021-11-15,200.99,GBP,transfer,Transfer of funds to a friend's account in UK.
20483426,2023-01-03,75.5,USD,credit,Receipt of gift from family member.
32389755,2021-07-20,300.0,CAD,debit,Payment for car maintenance.
